dis_image,ref_image,rating,noise,dmos,,,,,,,,
jp2k/img168.bmp,refimgs/coinsinfountain.bmp,0.405575631,1,50.2223036,0.594424369,84.48897154,0.405575631,,coinsinfountain.bmp,img168.bmp,0.18741,coinsinfountain.bmp
jp2k/img169.bmp,refimgs/statue.bmp,0.337366443,1,55.98522773,0.662633557,84.48897154,0.337366443,,statue.bmp,img169.bmp,0.070529,statue.bmp
jp2k/img170.bmp,refimgs/dancers.bmp,0.428272352,1,48.30468097,0.571727648,84.48897154,0.428272352,,dancers.bmp,img170.bmp,0.534,dancers.bmp
jp2k/img171.bmp,refimgs/studentsculpture.bmp,0.628506967,1,31.38706429,0.371493033,84.48897154,0.628506967,,studentsculpture.bmp,img171.bmp,1.0136,studentsculpture.bmp
jp2k/img172.bmp,refimgs/sailing4.bmp,0.178898107,1,69.37405447,0.821101893,84.48897154,0.178898107,,sailing4.bmp,img172.bmp,0.030227,sailing4.bmp
jp2k/img173.bmp,refimgs/plane.bmp,0.644144012,1,30.06590643,0.355855988,84.48897154,0.644144012,,plane.bmp,img173.bmp,0.40504,plane.bmp
jp2k/img174.bmp,refimgs/lighthouse.bmp,0.727238263,1,23.04535862,0.272761737,84.48897154,0.727238263,,lighthouse.bmp,img174.bmp,1.5456,lighthouse.bmp
jp2k/img175.bmp,refimgs/stream.bmp,0.175875864,1,69.62940065,0.824124136,84.48897154,0.175875864,,stream.bmp,img175.bmp,0.050378,stream.bmp
jp2k/img176.bmp,refimgs/churchandcapitol.bmp,0.588734916,1,34.747364,0.411265084,84.48897154,0.588734916,,churchandcapitol.bmp,img176.bmp,0.69118,churchandcapitol.bmp
jp2k/img177.bmp,refimgs/coinsinfountain.bmp,0.215497676,1,66.28179453,0.784502324,84.48897154,0.215497676,,coinsinfountain.bmp,img177.bmp,0.042317,coinsinfountain.bmp
jp2k/img178.bmp,refimgs/cemetry.bmp,0.377233238,1,52.61692321,0.622766762,84.48897154,0.377233238,,cemetry.bmp,img178.bmp,0.32443,cemetry.bmp
jp2k/img179.bmp,refimgs/house.bmp,0.177388422,1,69.5016062,0.822611578,84.48897154,0.177388422,,house.bmp,img179.bmp,0.034257,house.bmp
jp2k/img180.bmp,refimgs/lighthouse.bmp,1,1,0,0,84.48897154,1,,lighthouse.bmp,img180.bmp,0,lighthouse.bmp
jp2k/img181.bmp,refimgs/carnivaldolls.bmp,0.171746034,1,69.9783258,0.828253967,84.48897154,0.171746033,,carnivaldolls.bmp,img181.bmp,0.050378,carnivaldolls.bmp
jp2k/img182.bmp,refimgs/coinsinfountain.bmp,0.497444709,1,42.46037967,0.502555291,84.48897154,0.497444709,,coinsinfountain.bmp,img182.bmp,0.32846,coinsinfountain.bmp
jp2k/img183.bmp,refimgs/sailing3.bmp,0.736299092,1,22.27981853,0.263700908,84.48897154,0.736299092,,sailing3.bmp,img183.bmp,1.3804,sailing3.bmp
jp2k/img184.bmp,refimgs/dancers.bmp,1,1,0,0,84.48897154,1,,dancers.bmp,img184.bmp,0,dancers.bmp
jp2k/img185.bmp,refimgs/sailing2.bmp,0.678041359,1,27.20195442,0.321958641,84.48897154,0.678041359,,sailing2.bmp,img185.bmp,0.52997,sailing2.bmp
jp2k/img186.bmp,refimgs/womanhat.bmp,1,1,0,0,84.48897154,1,,womanhat.bmp,img186.bmp,0,womanhat.bmp
jp2k/img187.bmp,refimgs/house.bmp,0.572189016,1,36.14531005,0.427810984,84.48897154,0.572189016,,house.bmp,img187.bmp,0.40101,house.bmp
jp2k/img188.bmp,refimgs/bikes.bmp,1,1,0,0,84.48897154,1,,bikes.bmp,img188.bmp,0,bikes.bmp
jp2k/img189.bmp,refimgs/rapids.bmp,1,1,0,0,84.48897154,1,,rapids.bmp,img189.bmp,0,rapids.bmp
jp2k/img190.bmp,refimgs/studentsculpture.bmp,1,1,0,0,84.48897154,1,,studentsculpture.bmp,img190.bmp,0,studentsculpture.bmp
jp2k/img191.bmp,refimgs/womanhat.bmp,0.226699244,1,65.3353856,0.773300756,84.48897154,0.226699244,,womanhat.bmp,img191.bmp,0.030227,womanhat.bmp
jp2k/img192.bmp,refimgs/flowersonih35.bmp,0.524156418,1,40.20353483,0.475843582,84.48897154,0.524156418,,flowersonih35.bmp,img192.bmp,0.94912,flowersonih35.bmp
jp2k/img193.bmp,refimgs/caps.bmp,0.327544562,1,56.81506839,0.672455438,84.48897154,0.327544562,,caps.bmp,img193.bmp,0.050378,caps.bmp
jp2k/img194.bmp,refimgs/churchandcapitol.bmp,0.27407945,1,61.33228069,0.72592055,84.48897154,0.27407945,,churchandcapitol.bmp,img194.bmp,0.08665,churchandcapitol.bmp
jp2k/img195.bmp,refimgs/womanhat.bmp,0.747835456,1,21.30512298,0.252164544,84.48897154,0.747835456,,womanhat.bmp,img195.bmp,0.96524,womanhat.bmp
jp2k/img196.bmp,refimgs/paintedhouse.bmp,0.338525265,1,55.88732005,0.661474735,84.48897154,0.338525265,,paintedhouse.bmp,img196.bmp,0.24383,paintedhouse.bmp
jp2k/img197.bmp,refimgs/parrots.bmp,0.456828399,1,45.89200996,0.543171601,84.48897154,0.456828399,,parrots.bmp,img197.bmp,0.13904,parrots.bmp
jp2k/img198.bmp,refimgs/churchandcapitol.bmp,0.716666537,1,23.93855287,0.283333463,84.48897154,0.716666537,,churchandcapitol.bmp,img198.bmp,1.9567,churchandcapitol.bmp
jp2k/img199.bmp,refimgs/buildings.bmp,0.750505285,1,21.07955184,0.249494715,84.48897154,0.750505285,,buildings.bmp,img199.bmp,1.6665,buildings.bmp
jp2k/img200.bmp,refimgs/manfishing.bmp,0.298107534,1,59.30217261,0.701892466,84.48897154,0.298107534,,manfishing.bmp,img200.bmp,0.09471,manfishing.bmp
jp2k/img201.bmp,refimgs/flowersonih35.bmp,0.135669045,1,73.02643348,0.864330955,84.48897154,0.135669045,,flowersonih35.bmp,img201.bmp,0.030227,flowersonih35.bmp
jp2k/img202.bmp,refimgs/lighthouse.bmp,0.244105435,1,63.86475437,0.755894565,84.48897154,0.244105435,,lighthouse.bmp,img202.bmp,0.050378,lighthouse.bmp
jp2k/img203.bmp,refimgs/plane.bmp,0.49313632,1,42.82439106,0.50686368,84.48897154,0.49313632,,plane.bmp,img203.bmp,0.20756,plane.bmp
jp2k/img204.bmp,refimgs/monarch.bmp,1,1,0,0,84.48897154,1,,monarch.bmp,img204.bmp,0,monarch.bmp
jp2k/img205.bmp,refimgs/dancers.bmp,0.697120019,1,25.59001806,0.302879981,84.48897154,0.697120019,,dancers.bmp,img205.bmp,1.6262,dancers.bmp
jp2k/img206.bmp,refimgs/sailing2.bmp,1,1,0,0,84.48897154,1,,sailing2.bmp,img206.bmp,0,sailing2.bmp
jp2k/img207.bmp,refimgs/statue.bmp,1,1,0,0,84.48897154,1,,statue.bmp,img207.bmp,0,statue.bmp
jp2k/img208.bmp,refimgs/monarch.bmp,0.441225789,1,47.21025838,0.558774211,84.48897154,0.441225789,,monarch.bmp,img208.bmp,0.10277,monarch.bmp
jp2k/img209.bmp,refimgs/flowersonih35.bmp,1,1,0,0,84.48897154,1,,flowersonih35.bmp,img209.bmp,0,flowersonih35.bmp
jp2k/img210.bmp,refimgs/paintedhouse.bmp,0.595672604,1,34.16120589,0.404327397,84.48897154,0.595672603,,paintedhouse.bmp,img210.bmp,0.78388,paintedhouse.bmp
jp2k/img211.bmp,refimgs/lighthouse2.bmp,0.734200441,1,22.45713134,0.265799559,84.48897154,0.734200441,,lighthouse2.bmp,img211.bmp,1.4569,lighthouse2.bmp
jp2k/img212.bmp,refimgs/house.bmp,0.748213033,1,21.27322193,0.251786967,84.48897154,0.748213033,,house.bmp,img212.bmp,1.8156,house.bmp
jp2k/img213.bmp,refimgs/sailing1.bmp,0.242397311,1,64.00907199,0.757602689,84.48897154,0.242397311,,sailing1.bmp,img213.bmp,0.062469,sailing1.bmp
jp2k/img214.bmp,refimgs/sailing1.bmp,0.730540035,1,22.76639531,0.269459965,84.48897154,0.730540035,,sailing1.bmp,img214.bmp,1.0781,sailing1.bmp
jp2k/img215.bmp,refimgs/paintedhouse.bmp,0.263534274,1,62.22323173,0.736465726,84.48897154,0.263534274,,paintedhouse.bmp,img215.bmp,0.098741,paintedhouse.bmp
jp2k/img216.bmp,refimgs/building2.bmp,0.69845352,1,25.477352,0.30154648,84.48897154,0.69845352,,building2.bmp,img216.bmp,1.7229,building2.bmp
jp2k/img217.bmp,refimgs/stream.bmp,0.712914975,1,24.25551854,0.287085025,84.48897154,0.712914975,,stream.bmp,img217.bmp,1.4851,stream.bmp
jp2k/img218.bmp,refimgs/studentsculpture.bmp,0.300695815,1,59.08349135,0.699304185,84.48897154,0.300695815,,studentsculpture.bmp,img218.bmp,0.09471,studentsculpture.bmp
jp2k/img219.bmp,refimgs/ocean.bmp,0.270006692,1,61.67638379,0.729993308,84.48897154,0.270006692,,ocean.bmp,img219.bmp,0.062469,ocean.bmp
jp2k/img220.bmp,refimgs/plane.bmp,0.28076554,1,60.7673798,0.71923446,84.48897154,0.28076554,,plane.bmp,img220.bmp,0.054408,plane.bmp
jp2k/img221.bmp,refimgs/sailing4.bmp,0.325492571,1,56.98843896,0.674507429,84.48897154,0.325492571,,sailing4.bmp,img221.bmp,0.11486,sailing4.bmp
jp2k/img222.bmp,refimgs/buildings.bmp,0.561820895,1,37.02130195,0.438179105,84.48897154,0.561820895,,buildings.bmp,img222.bmp,0.84836,buildings.bmp
jp2k/img223.bmp,refimgs/stream.bmp,1,1,0,0,84.48897154,1,,stream.bmp,img223.bmp,0,stream.bmp
jp2k/img224.bmp,refimgs/coinsinfountain.bmp,1,1,0,0,84.48897154,1,,coinsinfountain.bmp,img224.bmp,0,coinsinfountain.bmp
jp2k/img225.bmp,refimgs/bikes.bmp,0.194524434,1,68.0538022,0.805475566,84.48897154,0.194524434,,bikes.bmp,img225.bmp,0.038287,bikes.bmp
jp2k/img226.bmp,refimgs/womanhat.bmp,0.389260891,1,51.60071919,0.610739109,84.48897154,0.389260891,,womanhat.bmp,img226.bmp,0.1068,womanhat.bmp
jp2k/img227.bmp,refimgs/statue.bmp,0.280833264,1,60.76165786,0.719166736,84.48897154,0.280833264,,statue.bmp,img227.bmp,0.050378,statue.bmp
jpeg/img1.bmp,refimgs/womanhat.bmp,0.341044017,2,55.67451331,0.658955983,84.48897154,0.341044017,,,,,womanhat.bmp
jpeg/img2.bmp,refimgs/churchandcapitol.bmp,0.500691627,2,42.18605088,0.499308373,84.48897154,0.500691627,,,,,churchandcapitol.bmp
jpeg/img3.bmp,refimgs/lighthouse.bmp,1,2,0,0,84.48897154,1,,,,,lighthouse.bmp
jpeg/img4.bmp,refimgs/churchandcapitol.bmp,0.057486439,2,79.6320014,0.942513561,84.48897154,0.057486439,,,,,churchandcapitol.bmp
jpeg/img5.bmp,refimgs/carnivaldolls.bmp,1,2,0,0,84.48897154,1,,,,,carnivaldolls.bmp
jpeg/img6.bmp,refimgs/sailing4.bmp,1,2,0,0,84.48897154,1,,,,,sailing4.bmp
jpeg/img7.bmp,refimgs/stream.bmp,1,2,0,0,84.48897154,1,,,,,stream.bmp
jpeg/img8.bmp,refimgs/ocean.bmp,0.652941814,2,29.32258918,0.347058186,84.48897154,0.652941814,,,,,ocean.bmp
jpeg/img9.bmp,refimgs/rapids.bmp,0.286162336,2,60.3114101,0.713837664,84.48897154,0.286162336,,,,,rapids.bmp
jpeg/img10.bmp,refimgs/woman.bmp,1,2,0,0,84.48897154,1,,,,,woman.bmp
jpeg/img11.bmp,refimgs/statue.bmp,0.331896822,2,56.44735042,0.668103178,84.48897154,0.331896822,,,,,statue.bmp
jpeg/img12.bmp,refimgs/caps.bmp,1,2,0,0,84.48897154,1,,,,,caps.bmp
jpeg/img13.bmp,refimgs/statue.bmp,0.768757671,2,19.53742657,0.231242329,84.48897154,0.768757671,,,,,statue.bmp
jpeg/img14.bmp,refimgs/carnivaldolls.bmp,0.734547633,2,22.42779752,0.265452367,84.48897154,0.734547633,,,,,carnivaldolls.bmp
jpeg/img15.bmp,refimgs/sailing4.bmp,0.433742576,2,47.8425074,0.566257424,84.48897154,0.433742576,,,,,sailing4.bmp
jpeg/img16.bmp,refimgs/stream.bmp,0.377936036,2,52.55754453,0.622063964,84.48897154,0.377936036,,,,,stream.bmp
jpeg/img17.bmp,refimgs/plane.bmp,0.733102291,2,22.5499129,0.266897709,84.48897154,0.733102291,,,,,plane.bmp
jpeg/img18.bmp,refimgs/monarch.bmp,0.38638942,2,51.8433268,0.61361058,84.48897154,0.38638942,,,,,monarch.bmp
jpeg/img19.bmp,refimgs/sailing3.bmp,1,2,0,0,84.48897154,1,,,,,sailing3.bmp
jpeg/img20.bmp,refimgs/paintedhouse.bmp,1,2,0,0,84.48897154,1,,,,,paintedhouse.bmp
jpeg/img21.bmp,refimgs/churchandcapitol.bmp,0.363009595,2,53.81866417,0.636990405,84.48897154,0.363009595,,,,,churchandcapitol.bmp
jpeg/img22.bmp,refimgs/churchandcapitol.bmp,1,2,0,0,84.48897154,1,,,,,churchandcapitol.bmp
jpeg/img23.bmp,refimgs/paintedhouse.bmp,0.121161984,2,74.25212012,0.878838016,84.48897154,0.121161984,,,,,paintedhouse.bmp
jpeg/img24.bmp,refimgs/caps.bmp,0.664952709,2,28.30780106,0.335047291,84.48897154,0.664952709,,,,,caps.bmp
jpeg/img25.bmp,refimgs/plane.bmp,0.48292507,2,43.68712908,0.51707493,84.48897154,0.48292507,,,,,plane.bmp
jpeg/img26.bmp,refimgs/womanhat.bmp,1,2,0,0,84.48897154,1,,,,,womanhat.bmp
jpeg/img27.bmp,refimgs/flowersonih35.bmp,0.490865888,2,43.01621753,0.509134112,84.48897154,0.490865888,,,,,flowersonih35.bmp
jpeg/img28.bmp,refimgs/ocean.bmp,1,2,0,0,84.48897154,1,,,,,ocean.bmp
jpeg/img29.bmp,refimgs/bikes.bmp,0.251639411,2,63.22821648,0.748360589,84.48897154,0.251639411,,,,,bikes.bmp
jpeg/img30.bmp,refimgs/ocean.bmp,0.718078161,2,23.81928622,0.281921839,84.48897154,0.718078161,,,,,ocean.bmp
jpeg/img31.bmp,refimgs/rapids.bmp,1,2,0,0,84.48897154,1,,,,,rapids.bmp
jpeg/img32.bmp,refimgs/parrots.bmp,0.496725013,2,42.52118608,0.503274987,84.48897154,0.496725013,,,,,parrots.bmp
jpeg/img33.bmp,refimgs/manfishing.bmp,0.421672138,2,48.86232627,0.578327862,84.48897154,0.421672138,,,,,manfishing.bmp
jpeg/img34.bmp,refimgs/studentsculpture.bmp,1,2,0,0,84.48897154,1,,,,,studentsculpture.bmp
jpeg/img35.bmp,refimgs/rapids.bmp,0.160145364,2,70.9584544,0.839854636,84.48897154,0.160145364,,,,,rapids.bmp
jpeg/img36.bmp,refimgs/building2.bmp,0.185505208,2,68.8158273,0.814494792,84.48897154,0.185505208,,,,,building2.bmp
jpeg/img37.bmp,refimgs/sailing4.bmp,0.245132152,2,63.77800814,0.754867848,84.48897154,0.245132152,,,,,sailing4.bmp
jpeg/img38.bmp,refimgs/sailing3.bmp,0.621961539,2,31.94008076,0.378038461,84.48897154,0.621961539,,,,,sailing3.bmp
jpeg/img39.bmp,refimgs/dancers.bmp,0.360275345,2,54.04967816,0.639724655,84.48897154,0.360275345,,,,,dancers.bmp
jpeg/img40.bmp,refimgs/plane.bmp,0.664710335,2,28.32827895,0.335289665,84.48897154,0.664710335,,,,,plane.bmp
jpeg/img41.bmp,refimgs/dancers.bmp,0.283004334,2,60.57822645,0.716995666,84.48897154,0.283004334,,,,,dancers.bmp
jpeg/img42.bmp,refimgs/bikes.bmp,1,2,0,0,84.48897154,1,,,,,bikes.bmp
jpeg/img43.bmp,refimgs/buildings.bmp,0.434286757,2,47.79653011,0.565713243,84.48897154,0.434286757,,,,,buildings.bmp
jpeg/img44.bmp,refimgs/lighthouse.bmp,0.459352932,2,45.67871474,0.540647068,84.48897154,0.459352932,,,,,lighthouse.bmp
jpeg/img45.bmp,refimgs/studentsculpture.bmp,0.487881976,2,43.26832514,0.512118024,84.48897154,0.487881976,,,,,studentsculpture.bmp
jpeg/img46.bmp,refimgs/cemetry.bmp,0.17797505,2,69.45204261,0.82202495,84.48897154,0.17797505,,,,,cemetry.bmp
jpeg/img47.bmp,refimgs/sailing4.bmp,0.376456028,2,52.68258889,0.623543972,84.48897154,0.376456028,,,,,sailing4.bmp
jpeg/img48.bmp,refimgs/monarch.bmp,1,2,0,0,84.48897154,1,,,,,monarch.bmp
jpeg/img49.bmp,refimgs/coinsinfountain.bmp,0.503528419,2,41.94637326,0.496471581,84.48897154,0.503528419,,,,,coinsinfountain.bmp
jpeg/img50.bmp,refimgs/house.bmp,0.305681894,2,58.66222272,0.694318106,84.48897154,0.305681894,,,,,house.bmp
jpeg/img51.bmp,refimgs/house.bmp,0.532347023,2,39.51151909,0.467652977,84.48897154,0.532347023,,,,,house.bmp
jpeg/img52.bmp,refimgs/sailing2.bmp,1,2,0,0,84.48897154,1,,,,,sailing2.bmp
jpeg/img53.bmp,refimgs/studentsculpture.bmp,0.68598693,2,26.53064136,0.31401307,84.48897154,0.68598693,,,,,studentsculpture.bmp
jpeg/img54.bmp,refimgs/house.bmp,1,2,0,0,84.48897154,1,,,,,house.bmp
jpeg/img55.bmp,refimgs/cemetry.bmp,0.500682121,2,42.18685408,0.499317879,84.48897154,0.500682121,,,,,cemetry.bmp
jpeg/img56.bmp,refimgs/paintedhouse.bmp,0.509594658,2,41.433843,0.490405342,84.48897154,0.509594658,,,,,paintedhouse.bmp
jpeg/img57.bmp,refimgs/lighthouse.bmp,0.788109334,2,17.90242446,0.211890666,84.48897154,0.788109334,,,,,lighthouse.bmp
jpeg/img58.bmp,refimgs/woman.bmp,0.682557002,2,26.8204324,0.317442998,84.48897154,0.682557002,,,,,woman.bmp
jpeg/img59.bmp,refimgs/studentsculpture.bmp,0.496987637,2,42.49899725,0.503012363,84.48897154,0.496987637,,,,,studentsculpture.bmp
jpeg/img60.bmp,refimgs/building2.bmp,0.397381916,2,50.91458217,0.602618084,84.48897154,0.397381916,,,,,building2.bmp
jpeg/img61.bmp,refimgs/dancers.bmp,0.69498379,2,25.77050586,0.30501621,84.48897154,0.69498379,,,,,dancers.bmp
jpeg/img62.bmp,refimgs/building2.bmp,0.218086339,2,66.06308109,0.781913661,84.48897154,0.218086339,,,,,building2.bmp
jpeg/img63.bmp,refimgs/caps.bmp,0.524193814,2,40.20037532,0.475806186,84.48897154,0.524193814,,,,,caps.bmp
jpeg/img64.bmp,refimgs/lighthouse2.bmp,0.740616593,2,21.91503733,0.259383407,84.48897154,0.740616593,,,,,lighthouse2.bmp
jpeg/img65.bmp,refimgs/woman.bmp,0.335208183,2,56.16757692,0.664791817,84.48897154,0.335208183,,,,,woman.bmp
jpeg/img66.bmp,refimgs/buildings.bmp,1,2,0,0,84.48897154,1,,,,,buildings.bmp
jpeg/img67.bmp,refimgs/sailing2.bmp,0.593230686,2,34.36752099,0.406769314,84.48897154,0.593230686,,,,,sailing2.bmp
jpeg/img68.bmp,refimgs/dancers.bmp,1,2,0,0,84.48897154,1,,,,,dancers.bmp
jpeg/img69.bmp,refimgs/lighthouse2.bmp,0.373993323,2,52.8906603,0.626006677,84.48897154,0.373993323,,,,,lighthouse2.bmp
jpeg/img70.bmp,refimgs/statue.bmp,0.768401918,2,19.56748372,0.231598082,84.48897154,0.768401918,,,,,statue.bmp
jpeg/img71.bmp,refimgs/sailing1.bmp,0.632211509,2,31.07407134,0.367788491,84.48897154,0.632211509,,,,,sailing1.bmp
jpeg/img72.bmp,refimgs/parrots.bmp,0.670906016,2,27.80481229,0.329093985,84.48897154,0.670906015,,,,,parrots.bmp
jpeg/img73.bmp,refimgs/coinsinfountain.bmp,0.472494291,2,44.56841487,0.527505709,84.48897154,0.472494291,,,,,coinsinfountain.bmp
jpeg/img74.bmp,refimgs/flowersonih35.bmp,0.722176202,2,23.47304698,0.277823798,84.48897154,0.722176202,,,,,flowersonih35.bmp
jpeg/img75.bmp,refimgs/house.bmp,0.352566392,2,54.7009997,0.647433608,84.48897154,0.352566392,,,,,house.bmp
jpeg/img76.bmp,refimgs/plane.bmp,1,2,0,0,84.48897154,1,,,,,plane.bmp
jpeg/img77.bmp,refimgs/bikes.bmp,0.336951141,2,56.02031619,0.663048859,84.48897154,0.336951141,,,,,bikes.bmp
jpeg/img78.bmp,refimgs/cemetry.bmp,0.181134426,2,69.18511019,0.818865574,84.48897154,0.181134426,,,,,cemetry.bmp
jpeg/img79.bmp,refimgs/flowersonih35.bmp,0.042639936,2,80.88636722,0.957360064,84.48897154,0.042639936,,,,,flowersonih35.bmp
jpeg/img80.bmp,refimgs/carnivaldolls.bmp,0.219743243,2,65.92309096,0.780256757,84.48897154,0.219743243,,,,,carnivaldolls.bmp
jpeg/img81.bmp,refimgs/bikes.bmp,0.419378009,2,49.05615491,0.580621991,84.48897154,0.419378009,,,,,bikes.bmp
jpeg/img82.bmp,refimgs/cemetry.bmp,1,2,0,0,84.48897154,1,,,,,cemetry.bmp
jpeg/img83.bmp,refimgs/sailing3.bmp,0.536903494,2,39.12654755,0.463096506,84.48897154,0.536903494,,,,,sailing3.bmp
jpeg/img84.bmp,refimgs/buildings.bmp,0.39618915,2,51.01535769,0.60381085,84.48897154,0.39618915,,,,,buildings.bmp
jpeg/img85.bmp,refimgs/stream.bmp,0.246658992,2,63.64900698,0.753341008,84.48897154,0.246658992,,,,,stream.bmp
jpeg/img86.bmp,refimgs/lighthouse.bmp,0.423939,2,48.6708014,0.576061,84.48897154,0.423939,,,,,lighthouse.bmp
jpeg/img87.bmp,refimgs/statue.bmp,1,2,0,0,84.48897154,1,,,,,statue.bmp
jpeg/img88.bmp,refimgs/sailing1.bmp,1,2,0,0,84.48897154,1,,,,,sailing1.bmp
jpeg/img89.bmp,refimgs/womanhat.bmp,0.475449686,2,44.31871653,0.524550314,84.48897154,0.475449686,,,,,womanhat.bmp
jpeg/img90.bmp,refimgs/buildings.bmp,0.429495729,2,48.20131912,0.570504271,84.48897154,0.429495729,,,,,buildings.bmp
jpeg/img91.bmp,refimgs/paintedhouse.bmp,0.129009128,2,73.58912301,0.870990872,84.48897154,0.129009128,,,,,paintedhouse.bmp
jpeg/img92.bmp,refimgs/manfishing.bmp,0.375968158,2,52.72380858,0.624031843,84.48897154,0.375968157,,,,,manfishing.bmp
jpeg/img93.bmp,refimgs/manfishing.bmp,0.292584197,2,59.76883361,0.707415803,84.48897154,0.292584197,,,,,manfishing.bmp
jpeg/img94.bmp,refimgs/monarch.bmp,0.649329596,2,29.62778181,0.350670404,84.48897154,0.649329596,,,,,monarch.bmp
jpeg/img95.bmp,refimgs/lighthouse2.bmp,1,2,0,0,84.48897154,1,,,,,lighthouse2.bmp
jpeg/img96.bmp,refimgs/monarch.bmp,0.737021709,2,22.21876535,0.262978291,84.48897154,0.737021709,,,,,monarch.bmp
jpeg/img97.bmp,refimgs/lighthouse2.bmp,0.723522115,2,23.35933215,0.276477885,84.48897154,0.723522115,,,,,lighthouse2.bmp
jpeg/img98.bmp,refimgs/ocean.bmp,0.607346688,2,33.17487453,0.392653312,84.48897154,0.607346688,,,,,ocean.bmp
jpeg/img99.bmp,refimgs/sailing2.bmp,0.42664855,2,48.44187432,0.57335145,84.48897154,0.42664855,,,,,sailing2.bmp
jpeg/img100.bmp,refimgs/stream.bmp,0.10900802,2,75.27899604,0.89099198,84.48897154,0.10900802,,,,,stream.bmp
jpeg/img101.bmp,refimgs/coinsinfountain.bmp,0.686827777,2,26.45959905,0.313172223,84.48897154,0.686827777,,,,,coinsinfountain.bmp
jpeg/img102.bmp,refimgs/sailing1.bmp,0.650169997,2,29.5567772,0.349830003,84.48897154,0.650169997,,,,,sailing1.bmp
jpeg/img103.bmp,refimgs/parrots.bmp,0.462680773,2,45.39754889,0.537319227,84.48897154,0.462680773,,,,,parrots.bmp
jpeg/img104.bmp,refimgs/carnivaldolls.bmp,0.222292826,2,65.70767925,0.777707174,84.48897154,0.222292826,,,,,carnivaldolls.bmp
jpeg/img105.bmp,refimgs/caps.bmp,0.492543437,2,42.87448315,0.507456563,84.48897154,0.492543437,,,,,caps.bmp
jpeg/img106.bmp,refimgs/sailing1.bmp,0.744145078,2,21.61691919,0.255854922,84.48897154,0.744145078,,,,,sailing1.bmp
jpeg/img107.bmp,refimgs/womanhat.bmp,0.559855943,2,37.1873187,0.440144057,84.48897154,0.559855943,,,,,womanhat.bmp
jpeg/img108.bmp,refimgs/sailing3.bmp,0.334817873,2,56.20055377,0.665182127,84.48897154,0.334817873,,,,,sailing3.bmp
jpeg/img109.bmp,refimgs/parrots.bmp,1,2,0,0,84.48897154,1,,,,,parrots.bmp
jpeg/img110.bmp,refimgs/rapids.bmp,0.443877522,2,46.98621621,0.556122478,84.48897154,0.443877522,,,,,rapids.bmp
jpeg/img111.bmp,refimgs/sailing2.bmp,0.469684698,2,44.80579447,0.530315302,84.48897154,0.469684698,,,,,sailing2.bmp
jpeg/img112.bmp,refimgs/coinsinfountain.bmp,1,2,0,0,84.48897154,1,,,,,coinsinfountain.bmp
jpeg/img113.bmp,refimgs/building2.bmp,1,2,0,0,84.48897154,1,,,,,building2.bmp
jpeg/img114.bmp,refimgs/manfishing.bmp,1,2,0,0,84.48897154,1,,,,,manfishing.bmp
jpeg/img115.bmp,refimgs/flowersonih35.bmp,1,2,0,0,84.48897154,1,,,,,flowersonih35.bmp
jpeg/img116.bmp,refimgs/woman.bmp,0.700588501,2,25.29696961,0.299411499,84.48897154,0.700588501,,,,,woman.bmp
jpeg/img117.bmp,refimgs/cemetry.bmp,0.6623786,2,28.52528489,0.3376214,84.48897154,0.6623786,,,,,cemetry.bmp
jpeg/img118.bmp,refimgs/churchandcapitol.bmp,1,2,0,0,84.48897154,1,,,,,churchandcapitol.bmp
jpeg/img119.bmp,refimgs/dancers.bmp,0.595917788,2,34.14049053,0.404082212,84.48897154,0.595917788,,,,,dancers.bmp
jpeg/img120.bmp,refimgs/house.bmp,0.725370656,2,23.20315085,0.274629344,84.48897154,0.725370656,,,,,house.bmp
jpeg/img121.bmp,refimgs/sailing1.bmp,0.539749469,2,38.88609401,0.460250531,84.48897154,0.539749469,,,,,sailing1.bmp
jpeg/img122.bmp,refimgs/sailing1.bmp,1,2,0,0,84.48897154,1,,,,,sailing1.bmp
jpeg/img123.bmp,refimgs/cemetry.bmp,1,2,0,0,84.48897154,1,,,,,cemetry.bmp
jpeg/img124.bmp,refimgs/sailing2.bmp,0.288871316,2,60.08253117,0.711128684,84.48897154,0.288871316,,,,,sailing2.bmp
jpeg/img125.bmp,refimgs/flowersonih35.bmp,1,2,0,0,84.48897154,1,,,,,flowersonih35.bmp
jpeg/img126.bmp,refimgs/caps.bmp,0.289025111,2,60.0695372,0.710974889,84.48897154,0.289025111,,,,,caps.bmp
jpeg/img127.bmp,refimgs/studentsculpture.bmp,0.298729344,2,59.24963652,0.701270656,84.48897154,0.298729344,,,,,studentsculpture.bmp
jpeg/img128.bmp,refimgs/cemetry.bmp,0.50881197,2,41.49997147,0.49118803,84.48897154,0.50881197,,,,,cemetry.bmp
jpeg/img129.bmp,refimgs/coinsinfountain.bmp,0.374509576,2,52.84704265,0.625490424,84.48897154,0.374509576,,,,,coinsinfountain.bmp
jpeg/img130.bmp,refimgs/statue.bmp,0.7344492,2,22.43611397,0.2655508,84.48897154,0.7344492,,,,,statue.bmp
jpeg/img131.bmp,refimgs/lighthouse.bmp,0.300831004,2,59.07206937,0.699168996,84.48897154,0.300831004,,,,,lighthouse.bmp
jpeg/img132.bmp,refimgs/churchandcapitol.bmp,0.731974075,2,22.64523472,0.268025925,84.48897154,0.731974075,,,,,churchandcapitol.bmp
